year,week,class,name,overall score,music effect,visual effect,music,visual
2014,2,PSO,Buena HS,76.55,28.6,32.45,15.5,0.0
2014,5,PSO,Buena HS,78.85,30.8,32.05,16.0,0.0
2014,6,PSO,Buena HS,86.875,34.2,35.475,17.2,0.0
2014,2,PSO,Chino HS,74.75,29.0,30.85,14.9,0.0
2014,4,PSO,Chino HS,80.15,34.0,32.05,14.1,0.0
2014,5,PSO,Chino HS,73.9,29.0,30.3,14.6,0.0
2014,6,PSO,Cypress HS,83.2,31.6,36.8,14.8,0.0
2014,1,PSO,El Dorado HS,76.2,30.0,31.5,14.7,0.0
2014,4,PSO,El Dorado HS,81.25,33.3,33.15,14.8,0.0
2014,5,PSO,El Dorado HS,74.8,30.4,29.9,14.5,0.0
2014,4,PSO,Etiwanda HS,82.55,34.3,33.35,14.9,0.0
2014,6,PSO,Etiwanda HS,88.875,36.2,35.675,17.0,0.0
2014,1,PSO,Fountain Valley HS,80.55,31.2,33.25,16.1,0.0
2014,2,PSO,Fountain Valley HS,79.35,30.8,32.85,15.7,0.0
2014,5,PSO,Fountain Valley HS,81.55,32.0,33.15,16.4,0.0
2014,6,PSO,Fountain Valley HS,91.8,37.2,37.2,17.4,0.0
2014,4,PSO,Granada Hills HS,75.85,32.3,30.55,13.0,0.0
2014,6,PSO,Granada Hills HS,79.45,30.8,33.35,15.3,0.0
2014,2,PSO,Great Oak HS,77.25,30.4,31.55,15.3,0.0
2014,6,PSO,Great Oak HS,85.75,35.2,34.95,15.6,0.0
2014,1,PSO,Los Alamitos HS,80.1,31.6,32.7,15.8,0.0
2014,6,PSO,Los Alamitos HS,85.0,34.0,36.0,15.0,0.0
2014,8,PSO,Old Bridge,87.25,35.0,34.95,17.3,0.0
2014,1,PSO,Pacifica HS,74.05,30.4,29.75,13.9,0.0
2014,5,PSO,Pacifica HS,76.125,29.6,31.725,14.8,0.0
2014,8,PSO,Parkland,86.0,33.6,35.5,16.9,0.0
2014,2,PSO,Rancho Cucamonga HS,70.9,28.2,28.3,14.4,0.0
2014,5,PSO,Rancho Cucamonga HS,75.8,30.0,31.4,14.4,0.0
2014,6,PSO,Rancho Cucamonga HS,80.35,32.0,31.75,16.6,0.0
2014,2,PSO,San Marcos HS (SB),76.85,29.4,31.65,15.8,0.0
2014,5,PSO,San Marcos HS (SB),79.35,31.0,33.35,15.0,0.0
2014,1,PSO,Trabuco Hills HS,72.15,30.2,27.65,14.3,0.0
2014,4,PSO,Trabuco Hills HS,80.35,33.2,31.25,15.9,0.0
2014,6,PSO,Trabuco Hills HS,79.65,31.0,33.15,15.5,0.0
2014,2,PSO,Upland HS,72.2,28.4,29.0,14.8,0.0
2014,4,PSO,Upland HS,81.775,33.4,33.675,14.7,0.0
2014,5,PSO,Upland HS,78.65,30.2,33.25,15.2,0.0
2014,3,PSO,Upper Darby,74.75,30.4,28.35,16.0,0.0
2014,5,PSO,Upper Darby,85.65,33.6,34.45,17.6,0.0
2014,1,PSO,Valencia HS (OC),76.275,29.6,31.775,14.9,0.0
2014,5,PSO,Valencia HS (OC),81.05,32.8,34.05,14.2,0.0
2014,1,PSO,Vista Murrieta HS,74.3,29.0,31.6,13.7,0.0
2014,2,PSO,Vista Murrieta HS,76.2,30.0,30.2,16.0,0.0
2014,5,PSO,Vista Murrieta HS,78.4,31.4,31.0,16.0,0.0
2014,5,PSO,West Ranch HS,73.95,30.6,29.35,14.0,0.0
2014,6,PSO,West Ranch HS,83.05,33.4,31.55,18.1,0.0
