year,week,class,name,overall score,music effect,visual effect,music,visual
2019,4,PSA,Aliso Niguel HS,78.0,22.35,15.4,25.0,15.25
2019,7,PSA,Aliso Niguel HS,80.5,24.3,16.3,24.2,15.7
2019,11,PSA,Aliso Niguel HS,88.675,26.1,17.425,28.0,17.15
2019,11,PSA,Alta High School,82.4,25.6,23.4,16.5,16.9
2019,6,PSA,Angola Indoor Percussion,71.451,21.45,13.8,21.9,14.3
2019,7,PSA,Angola Indoor Percussion,73.35,23.4,14.2,22.45,13.3
2019,11,PSA,Arroyo HS,82.225,24.075,16.0,25.55,16.6
2019,4,PSA,Avon Grove,66.251,21.2,19.35,12.9,12.8
2019,5,PSA,Avon Grove,70.051,22.65,20.7,13.4,13.3
2019,7,PSA,Avon Grove,72.6,21.9,23.1,13.5,14.1
2019,10,PSA,Avon Grove,75.4,22.7,23.1,15.3,14.3
2019,11,PSA,Avon Grove,72.15,22.8,20.85,14.9,13.6
2019,4,PSA,"Avon High School ""A""",68.4,20.55,12.7,21.95,13.2
2019,5,PSA,"Avon High School ""A""",67.675,20.625,14.35,20.0,12.7
2019,6,PSA,"Avon High School ""A""",75.001,20.85,16.0,21.35,16.8
2019,10,PSA,"Avon High School ""A""",74.95,21.225,15.225,23.4,15.1
2019,8,PSA,Baldwin Park HS,80.7,24.45,15.4,24.5,16.35
2019,11,PSA,Baldwin Park HS,82.15,23.925,16.85,24.7,16.675
2019,3,PSA,Baldwinsville indoor Percussion,63.301,19.7,19.2,12.1,12.3
2019,4,PSA,Baldwinsville indoor Percussion,72.45,22.3,22.05,13.4,14.7
2019,6,PSA,Baldwinsville indoor Percussion,71.9,20.8,21.3,15.5,14.3
2019,9,PSA,Baldwinsville indoor Percussion,75.9,22.4,23.1,15.2,15.2
2019,10,PSA,Baldwinsville indoor Percussion,81.4,26.2,24.0,15.6,15.6
2019,11,PSA,Baldwinsville indoor Percussion,75.101,22.4,22.8,15.3,14.6
2019,6,PSA,Bearden High School Indoor Percussion,76.2,24.5,21.9,14.7,15.1
2019,10,PSA,Bearden High School Indoor Percussion,79.9,24.8,22.8,16.25,16.05
2019,2,PSA,Beavercreek Indoor Percussion Ensemble,74.65,22.5,22.35,14.6,15.2
2019,3,PSA,Beavercreek Indoor Percussion Ensemble,75.45,22.8,23.55,14.5,14.6
2019,7,PSA,Beavercreek Indoor Percussion Ensemble,83.525,26.325,15.5,25.0,16.7
2019,8,PSA,Beavercreek Indoor Percussion Ensemble,83.35,25.05,16.8,26.3,15.2
2019,10,PSA,Beavercreek Indoor Percussion Ensemble,89.2,26.85,17.6,27.4,17.35
2019,2,PSA,Bellbrook High School Indoor Percussion Ensemble,69.3,20.0,21.0,14.5,13.8
2019,5,PSA,Bellbrook High School Indoor Percussion Ensemble,77.65,23.4,22.65,15.9,15.7
2019,7,PSA,Bellbrook High School Indoor Percussion Ensemble,78.6,23.1,16.3,23.0,16.2
2019,8,PSA,Bellbrook High School Indoor Percussion Ensemble,79.75,23.85,16.5,24.8,14.6
2019,10,PSA,Bellbrook High School Indoor Percussion Ensemble,87.925,26.625,17.2,26.2,17.9
2019,11,PSA,Bingham High School,87.6,25.8,25.8,18.2,17.8
2019,4,PSA,Brandon Valley High School,72.7,21.6,14.1,20.4,16.6
2019,8,PSA,Brandon Valley High School,80.8,24.0,16.9,24.3,15.6
2019,9,PSA,Brandon Valley High School,83.2,24.6,16.2,25.1,17.3
2019,10,PSA,Brandon Valley High School,85.375,24.825,16.9,25.95,17.7
2019,11,PSA,Brandon Valley High School,88.7,25.875,17.225,27.7,17.9
2019,4,PSA,Brookings HS Drumline,66.85,20.85,12.7,18.8,14.5
2019,8,PSA,Brookings HS Drumline,78.201,24.15,14.4,24.55,15.1
2019,10,PSA,Brookings HS Drumline,83.026,24.975,17.2,25.15,15.7
2019,11,PSA,Brookings HS Drumline,81.601,24.675,17.05,24.15,15.725
2019,5,PSA,Brownsburg Movement Percussion,74.8,22.95,14.9,22.25,14.7
2019,6,PSA,Brownsburg Movement Percussion,82.425,24.825,17.8,23.2,16.6
2019,10,PSA,Brownsburg Movement Percussion,88.701,26.175,18.375,26.5,17.65
2019,7,PSA,Buena HS,78.3,23.7,14.9,23.5,16.2
2019,11,PSA,Buena HS,92.138,27.262,18.225,28.5,18.15
2019,2,PSA,Burnsville High School,74.7,22.5,13.9,23.3,15.0
2019,4,PSA,Burnsville High School,76.7,23.7,15.2,23.1,14.7
2019,5,PSA,Burnsville High School,80.9,25.35,16.55,23.3,15.7
2019,8,PSA,Burnsville High School,85.95,25.65,17.1,26.7,16.5
2019,10,PSA,Burnsville High School,85.2,25.05,17.25,26.3,16.6
2019,11,PSA,Burnsville High School,87.363,25.612,18.025,26.475,17.25
2019,4,PSA,Camarillo HS,76.325,22.425,15.1,23.65,15.15
2019,4,PSA,Canyon HS (AH),76.3,21.9,15.7,23.6,15.1
2019,8,PSA,Canyon HS (AH),79.001,23.7,14.9,25.6,14.8
2019,11,PSA,Canyon HS (AH),83.838,24.637,16.75,26.35,16.1
2019,4,PSA,Canyon HS (CC),67.55,19.95,12.6,22.1,12.9
2019,3,PSA,Canyon Springs HS,68.775,21.075,13.8,19.8,14.1
2019,4,PSA,Carroll High School Indoor Percussion Ensemble,72.375,22.275,14.2,22.2,13.7
2019,6,PSA,Carroll High School Indoor Percussion Ensemble,78.75,23.7,15.25,24.5,15.3
2019,7,PSA,Carroll High School Indoor Percussion Ensemble,80.85,25.05,14.7,24.3,16.8
2019,10,PSA,Carroll High School Indoor Percussion Ensemble,88.925,26.25,17.725,26.9,18.05
