year,week,class,name,overall score,music effect,visual effect,music,visual
2014,3,PIA,Aftermath,74.9,31.8,27.4,15.7,0.0
2014,5,PIA,Aftermath,78.35,31.8,31.65,14.9,0.0
2014,8,PIA,Aftermath,84.2,33.0,33.75,17.45,0.0
2014,1,B1,Aliso Niguel HS,74.4,30.6,29.2,14.6,0.0
2014,2,PSA,Aliso Niguel HS,75.1,31.0,29.9,14.2,0.0
2014,6,B1,Aliso Niguel HS,80.6,33.6,29.9,17.1,0.0
2014,8,R4,Aliso Niguel HS,86.15,34.6,34.55,17.0,0.0
2014,0,PSJ,Alvarado IS,68.85,27.8,27.65,13.4,-6.8
2014,1,PSJ,Alvarado IS,65.7,23.4,29.4,12.9,0.0
2014,4,PSJ,Alvarado IS,74.2,32.6,26.0,15.6,0.0
2014,6,PSJ,Alvarado IS,75.75,29.8,30.95,15.0,0.0
2014,8,PSJ,Alvarado IS,85.975,34.0,35.775,16.2,0.0
2014,0,PSA,Arcadia HS,76.25,31.6,30.85,13.8,-5.25
2014,1,PSW,Arcadia HS,81.2,31.6,33.5,16.1,0.0
2014,4,PSW,Arcadia HS,86.125,36.1,34.825,15.2,0.0
2014,6,PSW,Arcadia HS,88.7,36.0,35.1,17.6,0.0
2014,8,R2,Arcadia HS,91.675,36.1,37.275,18.3,0.0
2014,4,B2,Arroyo HS,71.75,29.4,28.95,13.4,0.0
2014,6,B3,Arroyo HS,79.45,28.0,34.45,17.0,0.0
2014,8,R3,Arroyo HS,80.4,28.8,34.2,17.4,0.0
2014,1,PIA,Aurora,71.75,27.8,30.35,13.6,0.0
2014,2,PIA,Aurora,71.5,26.8,30.2,14.5,0.0
2014,4,PIA,Aurora,75.8,29.8,31.4,14.6,0.0
2014,5,PIA,Aurora,84.3,33.4,32.9,18.0,0.0
2014,1,PSW,Ayala HS,80.2,32.0,32.3,15.9,0.0
2014,2,PSW,Ayala HS,83.2,33.4,33.0,16.8,0.0
2014,5,PSW,Ayala HS,85.1,34.6,33.9,16.6,0.0
2014,6,PSW,Ayala HS,89.5,36.8,34.7,18.0,0.0
2014,8,PSW,Ayala HS,91.75,37.2,35.85,18.7,0.0
2014,1,B2,Baldwin Park HS,68.8,26.5,29.0,13.3,0.0
2014,4,B2,Baldwin Park HS,75.85,32.1,29.35,14.4,0.0
2014,6,B3,Baldwin Park HS,73.1,28.7,29.5,14.9,0.0
2014,8,R3,Baldwin Park HS,77.65,30.0,31.45,16.2,0.0
2014,1,PSRA,Baldwin-Woodville,80.75,32.8,30.75,17.2,0.0
